@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Neutral,Calm,Happy,Angry,Disgust,Sad,Fearful,Surprise}

@DATA
0.088537,0.004764,2.622016,0.323536,0.268746,1.247887,0.005102,0.238667,-36.634055,1.486614,0.250326,0.149611,-0.062067,0.194638,0.049119,0.066621,0.105632,-0.020451,-0.041071,0.038416,-0.003759,0.005094,0.003100,0.050701,0.010238,0.009084,0.005139,0.089821,0.002939,0.005949,0.008754,0.016886,0.005547,0.033793,0.056236,0.005976,0.346792,0.060454,0.026412,0.511755,0.004548,0.128883,2.626137,0.615988,0.586632,0.342558,0.412786,0.196986,0.192992,0.172084,0.183620,0.180996,0.190436,0.131696,0.157972,0.004708,0.005257,0.044533,0.012879,0.008981,0.008080,0.051911,0.004861,0.007541,0.009720,0.011539,0.010993,0.014521,Fearful
0.077921,0.005398,2.932087,0.264150,0.221012,1.464307,0.011055,0.326077,-35.320163,1.275035,0.189885,-0.214675,-0.219691,-0.068311,-0.123635,-0.063396,-0.119252,-0.184399,-0.073349,-0.077760,-0.049915,0.007600,0.003562,0.020227,0.013824,0.025115,0.008714,0.031197,0.001701,0.002686,0.006619,0.014679,0.005173,0.020082,0.053229,0.005734,0.388237,0.096248,0.051220,0.768555,0.030234,0.177574,4.286885,0.746965,0.505770,0.539601,0.300249,0.258725,0.213142,0.218371,0.258698,0.219028,0.261137,0.245671,0.179778,0.009127,0.005990,0.027262,0.016359,0.025456,0.010509,0.028176,0.002096,0.003006,0.006789,0.017525,0.009113,0.014393,Fearful
0.033288,0.015251,2.838354,0.186037,0.237780,0.233962,0.026794,0.035215,-31.895351,2.061336,0.302527,0.352676,-0.071198,0.219000,0.105451,0.096500,0.028419,0.054386,0.004538,0.065458,-0.002915,0.002619,0.001147,0.028299,0.006492,0.010684,0.007105,0.181089,0.001671,0.002361,0.007624,0.007770,0.002981,0.053177,0.028965,0.020822,0.313332,0.052866,0.030717,0.252888,0.038147,0.047800,2.175451,0.469483,0.478884,0.268977,0.346170,0.210780,0.197345,0.239083,0.191993,0.141545,0.152237,0.126877,0.119230,0.002694,0.001570,0.024816,0.008371,0.011635,0.010648,0.088462,0.004291,0.002608,0.008579,0.008419,0.004653,0.022478,Fearful
0.066848,0.007422,2.847908,0.218526,0.202179,0.895536,0.014566,0.088618,-36.086046,1.108859,-0.053001,-0.189989,-0.361745,0.096368,-0.175741,-0.220789,-0.098866,-0.281641,0.255937,-0.013844,0.012793,0.013032,0.002665,0.015806,0.011242,0.011626,0.016235,0.033775,0.001827,0.008792,0.006876,0.009687,0.003550,0.019409,0.049631,0.012755,0.287478,0.107624,0.058091,0.643859,0.016156,0.085338,3.280315,0.699795,0.520276,0.447196,0.427356,0.381100,0.304692,0.247965,0.318337,0.270691,0.368120,0.250810,0.272887,0.016514,0.003344,0.016260,0.017316,0.015019,0.026041,0.035274,0.002205,0.009268,0.009297,0.013161,0.004363,0.013362,Fearful
0.036640,0.004131,3.007286,0.180944,0.233272,0.339319,0.013784,0.047839,-35.457676,1.436982,0.211227,0.491965,-0.478836,0.094636,0.425922,-0.098004,0.163875,0.029941,0.043688,0.085448,0.129858,0.004333,0.000821,0.022069,0.005163,0.010460,0.004342,0.120290,0.003049,0.002703,0.007932,0.013697,0.005173,0.038604,0.036495,0.005938,0.212305,0.050284,0.032278,0.390590,0.015189,0.064414,2.524014,0.666897,0.540830,0.266782,0.399818,0.217402,0.234762,0.261861,0.192742,0.176773,0.183744,0.184603,0.189507,0.005920,0.001274,0.025753,0.009334,0.015424,0.005569,0.052021,0.007737,0.005200,0.009546,0.018014,0.012230,0.011252,Fearful
0.041132,0.015282,2.420222,0.298599,0.242301,0.662219,0.008520,0.062724,-36.578161,0.877100,-0.400479,0.035977,-0.306495,0.055941,0.053317,-0.320118,-0.160991,-0.199846,0.008114,0.136142,0.029571,0.004237,0.002206,0.013997,0.006080,0.010449,0.018987,0.034206,0.002645,0.009660,0.005515,0.004701,0.002534,0.015659,0.039176,0.018976,0.555004,0.084953,0.030180,0.629883,0.008020,0.092577,3.921626,0.515144,0.655669,0.375856,0.401633,0.285083,0.273373,0.243798,0.261229,0.245892,0.224652,0.267229,0.196762,0.005823,0.001915,0.016112,0.007173,0.014204,0.027256,0.043675,0.002755,0.011942,0.006595,0.003633,0.002957,0.012738,Fearful
0.061213,0.011570,2.960625,0.235713,0.240633,0.595467,0.008620,0.094280,-32.568904,1.565693,0.303786,0.008742,-0.277814,0.141276,0.138203,0.040707,0.203432,-0.041005,-0.059054,-0.062539,-0.082462,0.009613,0.005257,0.040286,0.007907,0.008641,0.009375,0.108707,0.001914,0.008187,0.014196,0.013700,0.006000,0.038253,0.038216,0.012169,0.296109,0.057157,0.021261,0.360511,0.006271,0.090261,2.343736,0.895259,0.601330,0.454588,0.442175,0.298598,0.319633,0.258128,0.300175,0.235979,0.209154,0.214877,0.217240,0.012126,0.008832,0.039863,0.012360,0.011888,0.015924,0.061871,0.003980,0.014192,0.015886,0.014124,0.010759,0.017771,Fearful
0.047516,0.012764,2.710723,0.226446,0.187840,1.228405,0.007162,0.284820,-37.062973,1.000167,-0.172484,-0.181628,-0.159872,0.005134,-0.124428,-0.106146,-0.175018,-0.177233,-0.089383,-0.017548,0.046534,0.004865,0.002648,0.012706,0.012593,0.023507,0.016263,0.047270,0.001914,0.003995,0.003533,0.004715,0.003488,0.021992,0.028030,0.021316,0.563985,0.101157,0.049136,0.597220,0.015729,0.142790,3.077724,0.629551,0.466215,0.313792,0.247452,0.208088,0.214946,0.206212,0.213483,0.230973,0.168688,0.171392,0.207518,0.006045,0.002969,0.012287,0.013216,0.028477,0.020292,0.021520,0.002119,0.004629,0.003385,0.004374,0.003809,0.012571,Fearful
0.070687,0.005723,2.810914,0.226144,0.226649,0.924754,0.005688,0.096180,-34.160241,1.501862,0.217682,-0.005432,-0.161869,0.022818,0.181342,-0.077481,0.142716,-0.116594,-0.058132,0.035437,-0.053374,0.015938,0.004238,0.053724,0.009381,0.016129,0.010028,0.033783,0.002871,0.005811,0.007369,0.022858,0.006348,0.021874,0.043437,0.008049,0.410859,0.065019,0.040660,0.404927,0.002716,0.084891,3.865401,0.748658,0.568920,0.473155,0.465456,0.322921,0.293378,0.253090,0.320704,0.196346,0.209127,0.162906,0.172679,0.018650,0.005235,0.044870,0.010436,0.013135,0.009144,0.022716,0.004869,0.006277,0.006810,0.021497,0.006871,0.012830,Fearful
0.071349,0.012666,2.761108,0.279157,0.241794,1.089931,0.005396,0.146943,-34.075900,1.193685,-0.093158,-0.115918,-0.342202,0.168804,0.046252,-0.108520,-0.058414,-0.226255,-0.139716,-0.168490,-0.252634,0.018060,0.008196,0.045326,0.013610,0.010945,0.007360,0.025425,0.003214,0.002431,0.005654,0.011521,0.008300,0.020063,0.049652,0.013489,0.436685,0.084387,0.035147,0.613974,0.004652,0.140252,3.799854,0.689631,0.657766,0.458631,0.454951,0.380844,0.226925,0.215786,0.239806,0.284775,0.220262,0.176517,0.260296,0.015340,0.012942,0.048186,0.015854,0.012876,0.010270,0.027429,0.005403,0.001589,0.005576,0.010983,0.010826,0.012465,Fearful
0.057732,0.009424,2.718902,0.266692,0.237584,0.909915,0.008074,0.114958,-35.814772,1.223170,0.071201,0.087512,-0.262109,0.067633,0.246351,0.063354,-0.001422,0.101141,-0.052343,0.056825,0.030147,0.005602,0.005153,0.020832,0.006756,0.017624,0.009401,0.041151,0.003399,0.005067,0.015730,0.012994,0.004885,0.016803,0.043832,0.012846,0.412488,0.098577,0.054482,0.645008,0.011046,0.117637,3.005562,0.604783,0.497281,0.318886,0.338014,0.185844,0.223598,0.160397,0.220909,0.168530,0.156947,0.159238,0.148478,0.004719,0.004587,0.015163,0.008212,0.018334,0.010987,0.031726,0.003119,0.005515,0.015822,0.012427,0.005767,0.009136,Fearful
0.105990,0.009065,2.904257,0.265351,0.227205,1.209520,0.008285,0.141708,-35.203799,0.796946,-0.354710,-0.273335,-0.363565,0.061034,-0.161800,-0.058859,-0.029894,-0.047050,0.123796,0.169146,0.008872,0.006579,0.003268,0.010592,0.007406,0.012084,0.009204,0.016627,0.005790,0.006491,0.010067,0.011167,0.011553,0.012721,0.045713,0.011534,0.420331,0.080483,0.036020,0.568670,0.009078,0.099889,3.133156,0.620082,0.638741,0.448138,0.339138,0.352147,0.292801,0.210038,0.236352,0.263275,0.221604,0.203654,0.204091,0.006439,0.002519,0.010269,0.006510,0.011488,0.009773,0.023572,0.010004,0.006288,0.016514,0.016913,0.017412,0.010840,Fearful
0.058191,0.022831,2.917585,0.269772,0.249766,1.206275,0.006621,0.220583,-33.179468,1.471305,0.007319,0.014042,-0.577597,0.083675,0.295158,0.001004,0.102734,0.060873,-0.078215,0.087757,-0.007322,0.009366,0.007631,0.032668,0.006015,0.013468,0.008642,0.026822,0.003855,0.007965,0.016721,0.015779,0.009766,0.017146,0.038658,0.024206,0.248048,0.061920,0.025637,0.472926,0.004465,0.120568,2.787364,0.619746,0.541689,0.343847,0.355263,0.264795,0.270674,0.258853,0.254422,0.149361,0.205185,0.190822,0.206352,0.008862,0.011842,0.023658,0.005764,0.014296,0.009228,0.023824,0.007372,0.010287,0.013868,0.013936,0.016439,0.009809,Fearful
0.079153,0.011114,2.903417,0.203559,0.197330,0.958403,0.008007,0.140799,-34.399843,0.682108,-0.285861,-0.188161,-0.461950,-0.117296,-0.179598,-0.265155,-0.053421,-0.122038,0.224067,0.081897,-0.044010,0.004750,0.003310,0.008082,0.006679,0.006314,0.008504,0.034512,0.011042,0.014281,0.008256,0.012050,0.007630,0.018183,0.045988,0.014514,0.307266,0.093281,0.055104,0.653743,0.009256,0.108937,3.803548,0.656398,0.492736,0.504837,0.331504,0.348424,0.283085,0.254809,0.262592,0.291351,0.244991,0.275202,0.232455,0.003896,0.002860,0.008786,0.007104,0.006844,0.010653,0.031829,0.025486,0.016502,0.010369,0.017267,0.010607,0.013384,Fearful
0.076494,0.005776,2.892672,0.194271,0.209037,0.741162,0.005967,0.128664,-31.245969,1.572773,0.059318,-0.078491,-0.495054,0.252667,-0.135894,-0.069797,-0.011237,-0.065045,-0.188933,-0.088552,-0.046900,0.011766,0.006584,0.017241,0.016248,0.011187,0.018737,0.020242,0.002861,0.013589,0.021146,0.015227,0.006884,0.014908,0.036906,0.007937,0.384321,0.069994,0.030291,0.511295,0.004806,0.126786,2.465504,0.765860,0.809619,0.438042,0.454220,0.261148,0.282292,0.271601,0.285741,0.230625,0.202366,0.202085,0.232514,0.011211,0.007573,0.013754,0.014635,0.010808,0.022587,0.017356,0.003161,0.017529,0.018506,0.013638,0.006598,0.007359,Fearful
0.083592,0.010800,2.683659,0.256559,0.208781,1.251227,0.006170,0.154458,-36.731930,0.806506,-0.197281,-0.237955,-0.332636,-0.273365,-0.236184,-0.182225,0.032004,-0.007867,0.144063,0.023690,-0.033091,0.004364,0.003029,0.008156,0.007486,0.008017,0.009737,0.031928,0.002081,0.006534,0.011831,0.015259,0.011024,0.015972,0.051468,0.013940,0.398699,0.104281,0.052117,0.668576,0.008015,0.125546,4.162493,0.557326,0.541523,0.308709,0.367438,0.214091,0.327972,0.245807,0.298723,0.292112,0.205730,0.215079,0.206390,0.002347,0.003676,0.012902,0.008219,0.011147,0.015529,0.029529,0.002695,0.007709,0.013131,0.019154,0.013678,0.011391,Fearful
0.073644,0.004049,2.561489,0.300972,0.263841,0.985987,0.006629,0.170116,-35.808240,1.526899,0.197762,0.040254,-0.056541,0.154222,0.059265,0.004094,0.029334,0.032404,-0.133576,0.003972,0.011583,0.008015,0.003666,0.042358,0.007069,0.008150,0.011890,0.108874,0.001001,0.003632,0.012257,0.013711,0.004814,0.037356,0.056294,0.006678,0.345459,0.072631,0.037210,0.663710,0.005110,0.166821,3.323820,0.639094,0.541730,0.534265,0.389399,0.237115,0.261891,0.196270,0.221466,0.184473,0.182037,0.203983,0.199204,0.009051,0.006450,0.032429,0.008860,0.009242,0.020632,0.067316,0.001492,0.003882,0.011724,0.013182,0.010074,0.018045,Fearful
0.088550,0.013273,3.001556,0.248398,0.232384,1.225258,0.005272,0.261687,-31.494470,0.790826,0.086680,-0.082695,-0.291390,0.296809,-0.181175,-0.273691,-0.095316,-0.366750,0.093879,-0.001717,-0.070580,0.008171,0.003595,0.027521,0.015341,0.010220,0.017655,0.045154,0.003246,0.005337,0.004836,0.013768,0.002670,0.021589,0.049608,0.014688,0.228142,0.075902,0.034679,0.613204,0.003702,0.169423,2.755272,0.808329,0.589641,0.468857,0.303137,0.291483,0.260460,0.252068,0.240368,0.263749,0.363366,0.264109,0.259737,0.011847,0.004088,0.030631,0.019158,0.011360,0.023928,0.052540,0.003815,0.006044,0.003647,0.016860,0.002787,0.016019,Fearful
0.059968,0.014213,2.888339,0.226281,0.235313,0.691476,0.009981,0.124146,-32.349588,1.518841,-0.043515,-0.121401,-0.345123,0.229685,0.027392,-0.019808,-0.101213,-0.131325,-0.201360,-0.140375,-0.100224,0.020625,0.003361,0.029495,0.014694,0.006605,0.005584,0.075854,0.003033,0.002247,0.010304,0.019497,0.010274,0.032683,0.047686,0.017579,0.293275,0.072881,0.037746,0.550207,0.008610,0.121019,2.940572,0.723930,0.702084,0.501292,0.501070,0.288201,0.278211,0.188163,0.253045,0.257165,0.204328,0.249795,0.210116,0.020166,0.005094,0.032741,0.017973,0.008440,0.007149,0.055055,0.005984,0.002740,0.014835,0.022320,0.014219,0.017872,Fearful
0.047410,0.017093,2.960966,0.178566,0.220254,0.384598,0.032553,0.064117,-30.726630,1.488562,0.179370,0.219581,-0.286657,-0.043039,-0.046421,-0.120061,0.090963,-0.049869,0.059005,0.011834,-0.109562,0.003585,0.001348,0.029287,0.007549,0.019352,0.014994,0.124112,0.000819,0.002838,0.005170,0.008439,0.002528,0.042722,0.044518,0.017751,0.248230,0.061893,0.039542,0.393573,0.042780,0.078570,3.194105,0.832072,0.564623,0.409471,0.435200,0.236024,0.262937,0.231740,0.275224,0.237820,0.278270,0.228841,0.208825,0.005123,0.002526,0.032949,0.012909,0.028496,0.020680,0.063573,0.001413,0.004860,0.006982,0.011216,0.003862,0.021961,Fearful
0.063198,0.007720,2.786211,0.303350,0.263320,1.295236,0.015257,0.365441,-32.988455,1.507342,0.394836,0.175469,-0.096600,0.295715,0.200370,0.161866,0.186511,0.043463,0.003932,0.071346,0.105467,0.007804,0.001599,0.056312,0.004685,0.014493,0.003843,0.066520,0.000911,0.002640,0.004682,0.044943,0.004316,0.030797,0.040527,0.010449,0.346980,0.086893,0.042812,0.704894,0.052575,0.208972,2.524333,0.509850,0.345115,0.327717,0.286714,0.253511,0.220296,0.207963,0.176289,0.158477,0.147073,0.193445,0.146102,0.010834,0.001164,0.039894,0.003964,0.010933,0.002912,0.044742,0.000741,0.002476,0.004056,0.027111,0.009720,0.014170,Fearful
0.111897,0.013436,2.971716,0.266069,0.264967,0.749141,0.005449,0.141913,-33.281106,1.709587,-0.124036,0.232072,-0.405791,0.492789,0.294716,-0.094654,0.081699,-0.217663,-0.203104,-0.007560,-0.183742,0.021431,0.005978,0.081753,0.014045,0.010847,0.005960,0.050620,0.002571,0.003731,0.008675,0.022741,0.006061,0.034238,0.038598,0.017973,0.239793,0.045423,0.021066,0.378440,0.004901,0.096807,2.059996,0.580568,0.489066,0.375208,0.364170,0.319347,0.348992,0.206018,0.240676,0.249917,0.219813,0.224281,0.215427,0.023391,0.010751,0.061221,0.015551,0.016520,0.009431,0.037031,0.003275,0.002987,0.007673,0.017681,0.010970,0.014732,Fearful
0.057415,0.008959,2.832231,0.267102,0.264376,0.592648,0.008707,0.089260,-33.996393,1.934682,0.188989,0.324668,0.118327,0.030087,0.210289,0.089875,-0.026780,0.116518,-0.038594,0.000325,0.045919,0.004967,0.002628,0.043476,0.006840,0.015203,0.006739,0.109441,0.001669,0.004621,0.015036,0.012268,0.003297,0.036290,0.046901,0.010441,0.290308,0.062230,0.024090,0.540987,0.007082,0.108488,2.592130,0.669429,0.600339,0.358984,0.377850,0.250519,0.271350,0.191073,0.222705,0.196245,0.157649,0.135275,0.197024,0.004025,0.005168,0.029680,0.007561,0.018004,0.006913,0.045124,0.003874,0.005965,0.015684,0.013852,0.004729,0.010432,Fearful
0.047561,0.007293,2.972926,0.198188,0.224493,0.417474,0.026277,0.070490,-34.196813,1.343364,-0.077247,-0.013164,-0.297470,0.115264,-0.096926,-0.182445,-0.035935,-0.121614,0.037383,0.060337,-0.057634,0.002949,0.002450,0.015758,0.016113,0.009627,0.007063,0.129354,0.003311,0.011324,0.003387,0.007273,0.004347,0.042092,0.046322,0.010057,0.277364,0.073975,0.049676,0.468194,0.054143,0.085326,3.632311,0.679150,0.636636,0.434222,0.438352,0.286707,0.215057,0.255048,0.284533,0.301152,0.289855,0.262078,0.210424,0.004509,0.004796,0.014304,0.022556,0.014305,0.010432,0.069590,0.007131,0.017634,0.005390,0.009111,0.009116,0.016665,Fearful
0.050943,0.006995,2.626528,0.301187,0.278022,0.690756,0.009817,0.150646,-34.828894,1.809656,0.379138,0.199738,0.029823,0.170975,0.093589,0.078957,0.040257,0.048680,-0.015751,0.008346,0.003062,0.005417,0.003608,0.046387,0.008672,0.011711,0.005443,0.152351,0.001305,0.001872,0.008402,0.017728,0.003200,0.048920,0.036503,0.010013,0.399412,0.068578,0.032438,0.577035,0.012243,0.185481,2.863357,0.772108,0.527410,0.369545,0.264315,0.202255,0.185843,0.154559,0.208626,0.155325,0.152096,0.163898,0.160158,0.006264,0.008046,0.036598,0.009664,0.013167,0.007997,0.065601,0.002032,0.002131,0.008671,0.019379,0.004284,0.016674,Fearful
0.095672,0.008549,2.700889,0.296462,0.234042,1.540014,0.007554,0.343740,-33.723425,1.046497,-0.005531,-0.025912,-0.118559,0.000543,-0.130317,-0.104189,-0.113378,-0.164444,0.027652,-0.025033,-0.037843,0.007269,0.003271,0.014407,0.008159,0.023780,0.011916,0.024635,0.002121,0.004251,0.005864,0.008737,0.003705,0.014779,0.064651,0.009866,0.544513,0.093179,0.043877,0.661848,0.008418,0.163503,3.581977,0.730147,0.541155,0.589845,0.340212,0.311748,0.202298,0.208211,0.303449,0.230989,0.263718,0.185219,0.244296,0.008016,0.004798,0.017112,0.010172,0.033593,0.016851,0.032871,0.002404,0.004423,0.006595,0.008134,0.003497,0.014020,Fearful
0.051315,0.006167,2.893538,0.240063,0.250193,0.707387,0.016671,0.067462,-34.512515,1.474670,0.027738,0.088379,-0.322425,0.360247,0.054404,-0.065055,0.106148,0.012885,0.065423,-0.002082,-0.093867,0.008054,0.002956,0.049006,0.004582,0.008358,0.004930,0.127938,0.002541,0.003665,0.008295,0.010204,0.006310,0.042892,0.035687,0.007574,0.233655,0.059157,0.031149,0.447632,0.019751,0.077399,2.713184,0.524538,0.597838,0.356623,0.387949,0.250481,0.241967,0.242836,0.197714,0.175766,0.185071,0.197963,0.172864,0.010843,0.004602,0.040610,0.006419,0.012087,0.007888,0.083364,0.004875,0.004994,0.008385,0.007103,0.007613,0.018799,Fearful
0.063917,0.006855,2.887813,0.202780,0.182467,0.994677,0.009154,0.145156,-37.350202,1.255648,-0.039020,0.002351,-0.178829,0.076897,-0.008626,-0.085040,-0.096537,-0.288167,-0.011430,-0.094842,0.035932,0.013266,0.002367,0.017071,0.012102,0.016034,0.012396,0.050653,0.001309,0.002926,0.007452,0.011524,0.004142,0.023287,0.046432,0.009883,0.297160,0.087154,0.043982,0.591878,0.014773,0.110734,2.460303,0.678833,0.524519,0.360051,0.249320,0.308856,0.181904,0.173034,0.215978,0.197155,0.239504,0.248095,0.223006,0.014586,0.002758,0.017424,0.013101,0.019739,0.017595,0.022517,0.001924,0.003083,0.009008,0.012069,0.004519,0.011997,Fearful
0.043529,0.006239,2.840061,0.179045,0.230998,0.326417,0.021239,0.048948,-34.459165,1.658571,0.091146,0.307350,-0.233586,0.096341,0.306728,-0.061107,0.094620,-0.015217,0.030751,0.008458,0.081016,0.005105,0.001577,0.023151,0.002777,0.006154,0.004883,0.151058,0.002465,0.002887,0.016664,0.010279,0.002305,0.046666,0.035595,0.010131,0.288100,0.048525,0.032782,0.341352,0.028922,0.058322,2.714513,0.536018,0.597683,0.357819,0.336458,0.273265,0.245977,0.203831,0.207868,0.217752,0.131633,0.182649,0.179380,0.010475,0.002056,0.025285,0.003797,0.008958,0.007734,0.074756,0.004110,0.003404,0.016451,0.011869,0.003808,0.019085,Fearful
0.036896,0.017104,2.364202,0.329063,0.245648,0.760154,0.006967,0.071474,-37.298054,0.906334,-0.257750,-0.024774,-0.225659,-0.069099,0.007825,-0.248589,-0.226551,-0.196042,-0.025992,0.165621,0.078566,0.003208,0.003127,0.012601,0.006203,0.019656,0.013963,0.029813,0.002100,0.008005,0.004243,0.004908,0.002014,0.015396,0.042081,0.018916,0.526845,0.064742,0.029562,0.718862,0.005829,0.116728,3.288157,0.592311,0.515292,0.424472,0.280737,0.245640,0.255881,0.216104,0.227482,0.191965,0.261854,0.233855,0.160397,0.003691,0.005730,0.019613,0.007717,0.027783,0.021577,0.034106,0.002210,0.010494,0.003826,0.005294,0.001838,0.010829,Fearful
0.043174,0.010533,2.885739,0.207446,0.235290,0.345230,0.016936,0.050448,-32.577725,1.703753,0.215798,0.139264,-0.343661,0.248688,0.131460,0.043499,0.132056,-0.028162,-0.126920,-0.073191,-0.037167,0.010052,0.002444,0.052695,0.006855,0.003325,0.005763,0.122048,0.001439,0.005745,0.007590,0.007682,0.005487,0.045071,0.038187,0.013050,0.320080,0.055913,0.027057,0.291888,0.017288,0.065544,2.361248,0.917913,0.575772,0.462373,0.509680,0.271607,0.239127,0.253916,0.271274,0.260627,0.200617,0.223457,0.263296,0.012641,0.004499,0.078046,0.012108,0.004558,0.012078,0.048493,0.003033,0.013612,0.010971,0.009641,0.008420,0.016736,Fearful
0.051208,0.012274,2.988267,0.250024,0.202254,1.359291,0.015127,0.345515,-36.835700,0.961157,-0.135415,-0.232261,-0.192808,0.030555,-0.156375,-0.124567,-0.186235,-0.181140,-0.065076,0.017308,0.038165,0.004488,0.001656,0.008986,0.011409,0.016061,0.016259,0.058533,0.002060,0.004759,0.003234,0.004717,0.002013,0.023510,0.034674,0.016831,0.310794,0.100985,0.048367,0.790060,0.048774,0.213928,4.399977,0.728491,0.437753,0.367800,0.313925,0.223563,0.167374,0.240651,0.295951,0.250373,0.240134,0.212601,0.169298,0.004596,0.001863,0.009062,0.019078,0.026634,0.026510,0.024676,0.003418,0.006745,0.002726,0.005391,0.001997,0.012402,Fearful
0.070819,0.005674,2.730858,0.254990,0.234651,0.978946,0.005535,0.095281,-34.703078,1.508101,0.193518,-0.002863,-0.156703,0.042930,0.156876,-0.017677,0.126935,-0.097130,-0.084999,0.027039,-0.049931,0.014974,0.006198,0.043951,0.009933,0.013372,0.013413,0.032971,0.002207,0.004483,0.012145,0.018238,0.007577,0.019801,0.054097,0.007121,0.402078,0.072299,0.034595,0.461460,0.003481,0.119844,3.600724,0.858522,0.636981,0.449686,0.480826,0.264418,0.294836,0.254990,0.258489,0.220526,0.175117,0.158476,0.161023,0.016661,0.007361,0.033948,0.014144,0.011533,0.011670,0.028974,0.003472,0.003483,0.013837,0.014009,0.009584,0.010620,Fearful
0.073713,0.008230,2.853606,0.267319,0.241208,1.035123,0.006762,0.109368,-34.498967,1.250837,-0.074029,-0.068417,-0.384259,0.113164,0.034388,-0.108703,-0.074213,-0.189170,-0.199914,-0.189701,-0.261135,0.018280,0.007386,0.063107,0.011481,0.012437,0.008301,0.029147,0.003936,0.003158,0.007716,0.011568,0.008439,0.025985,0.042628,0.009829,0.350521,0.076370,0.031259,0.533679,0.004723,0.107233,3.326757,0.589619,0.660848,0.439506,0.472907,0.321621,0.245537,0.221906,0.230454,0.271553,0.216652,0.229983,0.303391,0.019563,0.013045,0.055877,0.014208,0.014129,0.011425,0.031562,0.009118,0.003301,0.010967,0.013227,0.009660,0.014507,Fearful
0.052845,0.004935,2.660383,0.315589,0.261235,1.354559,0.003620,0.183052,-36.434151,1.200825,0.138705,0.191486,-0.115412,0.066406,0.316785,0.074324,0.057889,0.108020,-0.063706,0.020815,0.056573,0.005988,0.005513,0.031653,0.004376,0.011390,0.008375,0.045610,0.002802,0.004973,0.018153,0.010695,0.002458,0.017886,0.033447,0.006229,0.394335,0.068349,0.029502,0.608863,0.002517,0.136769,2.972599,0.592265,0.446225,0.298998,0.322506,0.249703,0.250997,0.218582,0.188842,0.183249,0.178766,0.160884,0.156443,0.006057,0.010080,0.020785,0.004229,0.009864,0.008649,0.023909,0.001950,0.003800,0.018839,0.009022,0.001861,0.008140,Fearful
